Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15832,16363,2021-02-02 10:19:25 EST,2021-02-02,10:19:25,Link,4,0,0,2,0,1,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5001379059935078,,https://www.bitchute.com/video/nNlJ8bJRZxKB/,,,VAERS DATA: Multiple Miscarriages Right After Covid Vaccines; We're Still In First Weeks Of Rollout,"Brought to you by the great supporters of this channel who fund this research. Join us on Patreon https://www.patreon.com/timtruth for exclusive content, censored videos and to help me make this channel even better. Join our leading researchers o…",,,,4,-7
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15832,16363,2021-02-01 22:13:00 EST,2021-02-01,22:13:00,Photo,4,4,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4999490763457241,Study suggests newborns get COVID-19 protection from mothers previously infected. #NaturalImmunity https://theweek.com/speedreads/964234/study-suggests-newborns-covid19-protection-from-mothers-previously-infected,https://www.facebook.com/avoiceforchoice/photos/a.861447827261576/4999489523457365/?type=3,,Study suggests newborns get COVID- 19 protection from mothers previously infected,,,,,,4,-8.75
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15826,16356,2021-02-01 16:13:57 EST,2021-02-01,16:13:57,Link,4,2,0,2,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4998188753587442,,https://www.bitchute.com/video/19JZyjN0tZBN/,,,Dr Tenpenny Part Six - The Vaccine Itself,"During VCC's interview on Jan 9/21 with Dr. Sherri Tenpenny she shared each segment of her Eight Part Covid-19 Series. The original interview was two hours in length, we have broken each ""Part"" into individual segments. Here is Part Six: The Vaccine…",,,,4,-7
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15826,16356,2021-02-01 15:29:05 EST,2021-02-01,15:29:05,Link,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4997692390303745,,https://www.bitchute.com/video/eEkc0s7MD5yW/,,,Motivational Speaker Tony Robbins Calls out the Pandemic Hypocrisy,The same number of people have died in 2020. 2.8 million (USA). https://imgur.com/a/DpmIvwd https://imgur.com/a/ialJuPT,,,,4,-7
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15826,16356,2021-02-01 14:07:41 EST,2021-02-01,14:07:41,Link,4,3,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/4997625466977104,,https://www.bitchute.com/video/IwuTObgJW7EZ/,,,"THE KINDS OF FACE MASKS MOST PEOPLE WEAR, ARE QUITE USELESS",None,,,,4,-7
Alabama Medical Freedom Alliance,WeAreAMFA,155952721535339,CAUSE,US,To Educate the citizens of Alabama on Current medical freedom information. Organize Parents and adults into teams to influence legislation in Montgomery Statehouse.,2016-10-27 20:42:35,1070,1115,2021-02-23 20:09:23 EST,2021-02-23,20:09:23,Photo,3,3,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/155952721535339/posts/1109658442831424,,https://www.facebook.com/CapitolJournal/photos/a.283806018343550/3830460527011397/?type=3,,,Capitol Journal,"PROGRAMMING NOTE: Due to special programming, CAPITOL JOURNAL will be seen 30 minutes later than usual this evening, at 11pm.

Tonight (2/23) at the SPECIAL time of 11pm on CAPITOL JOURNAL: We will report on Sen. Del Marsh delaying debate on his gambling amendment while he continues to work on the enabling legislation. We will also report on the House unanimously approving a bill that would give state judges greater discretion in denying bail to suspects charged with violent crimes. We will be joined by Rep. Allen Treadaway of Morris, who will discuss his bill that would toughen the penalties for rioting and defunding police. And Rep. Ritchie Whorton of Owens Cross Roads will join us to discuss his legislation that would prohibit government-mandated vaccinations.",,,,3,-8.33
Alabama Medical Freedom Alliance,WeAreAMFA,155952721535339,CAUSE,US,To Educate the citizens of Alabama on Current medical freedom information. Organize Parents and adults into teams to influence legislation in Montgomery Statehouse.,2016-10-27 20:42:35,1061,1106,2021-02-10 07:29:45 EST,2021-02-10,07:29:45,Link,3,1,0,0,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/155952721535339/posts/1100706913726577,"Watch us here! It is still under construction, but this website will be dedicated to the people and and truth!! https://alabamawatchdoggrouponline.com/",https://alabamawatchdoggrouponline.com/,,,Alabama Watchdog Group,Let's make our community a better place!,,,,3,-9
Health Freedom Florida-State Page,HealthFreedomFlorida,1316510371709819,CAUSE,US,Health Freedom Florida is a grassroots group representing those that wish to retain their own personal sovereignty without governmental forced mandates relating to our personal practice of healthcare.,2016-08-09 02:35:18,8026,8522,2021-02-25 09:38:34 EST,2021-02-25,09:38:34,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1316510371709819/posts/4398206656873493,"Can’t wait to see you all, tomorrow night! If you want an amazing juice,” from Escape Root Juicery doors open at 6pm (we highly recommend getting one, best in all of Tampa!)",https://www.facebook.com/HealthFreedomFlorida/photos/a.1332662366761286/4398204806873678/?type=3,,"EMPOWER FLORIDA REEDOM SERIES LEAH WILSON, ESQ STAND FOR HEALTH FREEDOM PRESENTING ""A CALL FOR A CDC INVD ION"" FRIDAY, FFP OUT 7PM SOLD Thank @HEALTHFREEDOMFL you night PAYPALOR VENMO (PUT ""EMPOW SHF"" NTHE SUBJECT LINE) FEBRUARY 16TH See FLORIDA ""SAVE YOURSELF OR REMAIN UNSAVED"" ALICE SEBOLD",,,,,,3,-51
Anti Vaccination Saskatoon,AntiVaccinationSaskatoon,620976781291717,ACTIVITY_GENERAL,,"
",2013-12-29 02:14:29,18817,18809,2021-02-02 02:13:22 EST,2021-02-02,02:13:22,Native Video,3,1,0,2,0,0,0,0,0,0,share,No,42,909804,0,00:07:04,https://www.facebook.com/620976781291717/posts/3899894166733279,,https://www.facebook.com/michellerempelmp/videos/1579138652475427/,,,Michelle Rempel Garner,Liberals just admitted that being vaccinated won't lift COVID-19 restrictions. So what will?,,,,3,-8
California Anti-Vax Mommies,mommiesforlife,793820760679919,EDUCATION_COMPANY,US,Sharing information with parents on vaccines & any topic is welcomed. Being open minded & respectful to others points of view on discussions helps us all! ,2014-10-24 21:10:16,3069,3218,2021-02-16 19:27:32 EST,2021-02-16,19:27:32,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/793820760679919/posts/3829602003768431,,https://www.facebook.com/photo.php?fbid=2913993928820371&set=p.2913993928820371&type=3,,,Liz,"Remember when Biden promised us a “Dark Winter”

 #HAARP #Geoengineering",,,,3,-0.82
California Anti-Vax Mommies,mommiesforlife,793820760679919,EDUCATION_COMPANY,US,Sharing information with parents on vaccines & any topic is welcomed. Being open minded & respectful to others points of view on discussions helps us all! ,2014-10-24 21:10:16,3080,3230,2021-02-08 09:41:08 EST,2021-02-08,09:41:08,Status,3,0,0,2,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/793820760679919/posts/3807903249271640,"Copied! Information collected from VAERS before their website went down, and has been down for a while now. Is anyone able to even report adverse reactions now? Who knows. VAERS ID # 936805-1. AGE 25. MALE Vaccinated 12/22/2020. Found unresponsive and subsequently expired at home on 1/11/2021. Moderna vaccine. - VAERS ID # 943397-1 AGE 28. MALE Vaccinated 12/23/2020. Died 1/14/2021. Patient was found unresponsive at work in the hospital. Patient pupils were fixed and dilated. Pfizer vaccine. - VAERS ID # 939050-1 AGE 32. FEMALE Vaccinated 12/28/2020. Died on 1/4/21 at 7:20am. Moderna vaccine. - VAERS ID # 921667-1 AGE 39. FEMALE. Vaccinated 12/29/2020. It was reported that the staff member deceased somewhere between 1/3/2021 and 1/4/2021. Pfizer vaccine. - VAERS ID # 923219-1 AGE 41. FEMALE Vaccinated 12/30/2021. Died. 1/1/2021. Pfizer vaccine. The patient didn&#39;t experience any adverse event at the moment of inoculation with COVID-19 vaccine or the following days. On January 1, 2021, at lunch time, two days after receiving the vaccine, the patient was found unresponsive in her bed by her partner. - VAERS ID # 933578-1 AGE 43. MALE Vaccinated 1/8/2021. Died 1/9/2021. Moderna vaccine. - VAERS ID # 937527-1 AGE 44. FEMALE Vaccinated 12/23/2020. Died on 1/4/2021. Pfizer vaccine. - VAERS ID # 929764-1 AGE 45. MALE Vaccinated 12/28/2020. Died 12/29/2020. The patient was found deceased at home about 24 hours after immunization. Moderna vaccine. - VAERS ID # 939270-1 AGE 48. MALE Vaccinated 12/22/2020. Died 12/31/2020. Pfizer vaccine. - VAERS ID # 918518-1 AGE 50. FEMALE Vaccinated 12/31/2020. Died 12/31/2020. Moderna vaccine. - VAERS ID # 938118-1 AGE 51. FEMALE Vaccinated 1/5/2021. Died. 1/10/2021. Pfizer vaccine. On 1/8/2021 17:30 patient taken to ER, cerebellar hemorrhage, stroke, aneurysm. - VAERS ID # 946293-1 AGE 51. MALE Vaccinated 1/7/2021. Died 1/12/2021. Moderna vaccine. He became increasingly hypoxic around 1800hours on 1/7/2021. He was transported to hospital for acute on chronic hypoxia respiratory failure. He expired on 1/12/2021@2325 at medical center. - VAERS ID # 930910-1 AGE 52. FEMALE Vaccinated on 1/8/2021. Died 1/8/2021. Patient received COVID vaccination around 12:15pm. Patient was monitored for the appropriate amount of time by nursing staff. Patient passed away at 2:15pm. Moderna vaccine. - VAERS ID # 933739-1 AGE 54. FEMALE. Vaccinated 1/8/2021. Died 1/10/2021. 2 days later. Staff member checked on her at 3am and patient stated that she felt like she couldn&#39;t breathe. 911 was called and taken to the hospital. While in the ambulance, patient coded. Two EEGs were given to determine that patient had no brain activity. Pfizer vaccine. - VAERS ID # 934968-1 AGE 54. MALE Vaccinated 1/4/2021. Died 1/6/2021. Pfizer vaccine. The patient received the vaccine on 04Jan2021, after which he started not feeling well. He went right home and went to bed. He woke up and ate a bit but not much and then was kind of pale. The patient then started to vomit, which continued throughout the night. He was having trouble in breathing. Emergency services were called, and they took his vitals and said that everything was okay, but he was very agitated; reported as not like this prior to the vaccine. The patient was taken to urgent care where they gave him an unspecified steroid shot and unspecified medication for vomiting. The patient was told he was probably having a reaction to the vaccine, but he was just dried up. The patient continued to vomit throughout the day and then he was very agitated again and would fall asleep for may be 15-20 minutes. When the patient woke up, he was very restless (reported as: his body was just amped up and could not calm down). The patient calmed down just a little bit in the evening. When the patient was awoken at 6:00 AM in the morning, he was still agitated. The patient stated that he couldn&#39;t breathe, and his mind was racing. The patient&#39;s other brother went to him and he was not responsive, and he passed away on 06Jan2021 around 10:15 AM. It was reported that none of the symptoms occurred until the patient received the vaccine. The patient died on 06Jan2021. - VAERS ID # 942106-1 AGE 54. MALE Vaccinated 1/8/2021. Died 1/9/2021. Pfizer vaccine. On scene, the patient had a witnessed arrest with EMS starting CPR. He was given 3 rounds of epi without ROSC. Patient&#39;s wife, had noted patient had received covid vaccine the prior day. - VAERS ID # 928933-1 AGE 56. FEMALE Vaccinated on 12/23/2020. Died on 1/8/2021. Moderna vaccine. - VAERS ID # 935511-1 AGE 56. FEMALE Vaccinated 1/8/2021. Died 1/9/2021. Moderna vaccine. Patient received the 1st dose of Moderna and was found deceased in her home the next day. - VAERS ID # 941811-1 AGE 56. FEMALE Vaccinated 1/4/2021. Died 1/11/2021. Moderna vaccine. Resident began having fever on 1/11/21. Resident sent to nearest ER for evaluation. Later in the evening the staff AT Medical Center called to inform staff that (truncated)",,,,,,,,,3,-10
California Anti-Vax Mommies,mommiesforlife,793820760679919,EDUCATION_COMPANY,US,Sharing information with parents on vaccines & any topic is welcomed. Being open minded & respectful to others points of view on discussions helps us all! ,2014-10-24 21:10:16,3079,3229,2021-02-06 21:39:42 EST,2021-02-06,21:39:42,Native Video,3,0,0,1,0,0,0,2,0,0,share,No,22,2821,0,00:00:14,https://www.facebook.com/793820760679919/posts/3804189032976395,STOP with this hypochondriac psychosis!!! This is ATROCIOUS!! CHILD ABUSE! Stop doing this to your child! I have righteous anger for this!!!,https://www.facebook.com/mariecarreon/videos/10159267002536383/,,,Marie,Thoughts on testing babies for covid?,,,,3,-0.83
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,22061,22888,2021-02-09 10:24:16 EST,2021-02-09,10:24:16,Photo,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1780780855277063/posts/3890668500954944,"This month HFO Health Club members will hear from Marilyn Singleton, MD JD Dr. Singleton is a board-certified anesthesiologist and immediate past president of the Association of American Physicians and Surgeons. She graduated from Stanford and earned her MD at UCSF Medical School. Dr. Singleton completed 2 years of Surgery residency at University of California at San Francisco Medical Center, and her Anesthesia residency at Harvard’s Beth Israel Hospital. She was on the faculty at Johns Hopkins Hospital in Baltimore, Maryland before returning to California for private practice at Cedars-Sinai Medical Center in Los Angeles and Alta Bates Medical Center in Berkeley. While still working in the operating room, she attended UC Berkeley Law School focusing on constitutional and administrative law. She interned at the National Health Law Project, and practiced insurance and health law. Dr. Singleton has published numerous articles, given presentations on health policy, and had many radio and television appearances. She started a blood pressure screening clinic at her church and make-shift clinics in two rural villages in El Salvador. Dr. Singleton ran for Congress in 2012. Members will also hear from our lobbyist, Barry Sheets, on legislative directives and updates on bills we are interested in. Health Club Memberships begin at $5/month or $60/year and go a long way in utilizing all of our resources to rise up triumphantly as we collectively strategize and proactively work together to preserve our rights. Monthly Zoom conference calls with a featured guest speaker is value added for our financially supportive members. We know these are difficult times with extraordinary circumstances, which means we need to unite in these efforts. Your support is crucial to our overall success as a community of empowered individuals united to preserve that which is most sacred. Please consider making a powerful impact by becoming an HFO Health Club Member today: https://healthfreedomohio.org/Join-us",https://www.facebook.com/hfo4you/photos/a.1781896368498845/3890663194288808/?type=3,,"GUESTSPEAKER SPEAKER MARILYN SINGLETON, MD JD HFO Health Club Zoom Conference Call Thursday, February 25 730pm Join the Health Freedom Movement healthfreedomohio.org/Join-us",,,,,,3,-25.67
Health Choice Massachusetts,healthchoicema,1767547873461073,NON_PROFIT,US,"Our shared, core belief is that all Massachusetts residents, should have the basic human right through informed consent, to make health choices on behalf of ourselves and our children without coercion or penalty.",2016-09-13 15:45:00,4242,4456,2021-02-03 16:31:46 EST,2021-02-03,16:31:46,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1767547873461073/posts/2755610431321474,"“Post-infection oral gavage of acid-stable TG protected mice against a lethal influenza virus challenge. Together with its ability to inhibit the different viruses before or during active infection, and with an antiviral duration of at least 48 h post-TG exposure, we propose that TG (or its derivatives) is a promising broad-spectrum inhibitor against SARS-CoV-2, OC43, RSV and influenza virus.” https://www.mdpi.com/1999-4915/13/2/234",https://www.mdpi.com/1999-4915/13/2/234,,,"Thapsigargin Is a Broad-Spectrum Inhibitor of Major Human Respiratory Viruses: Coronavirus, Respiratory Syncytial Virus and Influenza A Virus","The long-term control strategy of SARS-CoV-2 and other major respiratory viruses needs to include antivirals to treat acute infections, in addition to the judicious use of effective vaccines. Whilst COVID-19 vaccines are being rolled out for mass vaccination, the modest number of antivirals in use o...",,,,3,-18.67
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8313,8642,2021-02-10 17:53:16 EST,2021-02-10,17:53:16,Photo,3,0,2,0,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1945675572263654,"By: Beyond Pesticides This Widely Used Pesticide May Increase Your Risk of COVID “A review in Food and Chemical Toxicology suggests organophosphorus pesticides may increase the ability of SARS-CoV-2 to cause COVID, especially among vulnerable people with underlying medical conditions.” https://childrenshealthdefense.org/defender/pesticide-may-increase-risk-covid/ Study link in the comments.⬇️⬇️",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1945673815597163/?type=3,,OP OP OP 2 Damage to lymphoid organs Depopulation of immunocytes Dysfunction of immunocytes 3 OP SARS-CoV-2 OP 5 OP Sub-normal antibody titer Cytokine dyshomeostasis 6 Impaired cell mediated immunity Autoimmunity & respiratory troubles Exposure to Organophosphates (OP) from different sources Respiratory- immunopathology Vulnerable to COVID-19; intense immunological and respiratory troubles; increased risk of mortality,Photos from Georgia Coalition for Vaccine Choice's post,,,,,3,-31.33
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8313,8642,2021-02-09 21:42:02 EST,2021-02-09,21:42:02,Photo,3,0,0,1,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1945043408993537,"We have SO many questions! Did you know? Healthcare providers are REQUIRED to report deaths following COVID-19 vaccination -- whether or not they think they were related to the vaccine. Is this happening? Do all healthcare providers know this? Or do they mistakenly think that they don't have to report it if the patient is already elderly or dying? This has definitely been a problem for many decades with all other vaccines. ******************************** Here is what the government requires for COVID19 vaccine adverse event reporting: ""Healthcare providers are required to report to VAERS the following adverse events after COVID-19 vaccination [under Emergency Use Authorization (EUA)], and other adverse events if later revised by CDC: *Vaccine administration errors, whether or not associated with an adverse event (AE) *Serious AEs regardless of causality. *Serious AEs per FDA are defined as: Death; A life-threatening AE; Inpatient hospitalization or prolongation of existing hospitalization; A persistent or significant incapacity or substantial disruption of the ability to conduct normal life functions; A congenital anomaly/birth defect; An important medical event that based on appropriate medical judgement may jeopardize the individual and may require medical or surgical intervention to prevent one of the outcomes listed above. Cases of Multisystem Inflammatory Syndrome Cases of COVID-19 that result in hospitalization or death Healthcare providers are encouraged to report to VAERS any additional clinically significant AEs following vaccination, even if they are not sure if vaccination caused the event. Also report any additional select AEs and/or any revised safety reporting requirements per FDA’s conditions of authorized use of vaccine(s) throughout the duration of any COVID-19 Vaccine being authorized under an Emergency Use Authorization (EUA)."" ********************************* And here is what they are required to report for adverse events following other vaccines: ""Healthcare providers are required by law to report to VAERS: Any adverse event listed in the VAERS Table of Reportable Events Following Vaccination that occurs within the specified time period after vaccination An adverse event listed by the vaccine manufacturer as a contraindication to further doses of the vaccine."" *************************** But if you go to the VAERS Table of Reportable Events Following Vaccination, only a few reactions are listed for each specific vaccine, followed by a directive to report any reaction that the package insert classifies as a contradiction to additional doses of that vaccine. That means that the CDC already knew that, whatever that reaction is, it's a problem. HOW CAN THE CDC LEARN OF NEW, POTENTIALLY SERIOUS, UNANTICIPATED REACTIONS TO PREVIOUSLY FULLY-APPROVED VACCINES, IF THEY ONLY REQUIRE REPORTING OF REACTIONS THEY ALREADY KNOW ABOUT? What could possibly go wrong here? https://vaers.hhs.gov/faq.html",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1945043362326875/?type=3,,"vaers.hhs.gov VAERS Done Home/ Frequently Asked Questions (FAQs) Frequently Asked Questions (FAQs) What is VAERS? Which government agencies manage VAERS? Who can report to VAERS? > What are healthcare providers required to report to VAERS? > What adverse events should healthcare providers report to VAERS after COVID-19 vaccination? Healthcare providers are required to report to VAERS the following adverse events after COVID-19 vaccination [under Emergency Use Authorization (EUA)], and other adverse events if later revised by CDC:",,,,,,3,-31.33
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8339,8669,2021-02-07 21:32:13 EST,2021-02-07,21:32:13,Photo,3,1,0,0,0,0,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1943448769153001,"""He said the J&J vaccine, despite its lower 72 percent success rate, presents a solid tool against 'severe disease.' The J&J vaccine doesn't require the unusually cold storage needed by the others and needs only basic refrigeration, the company said. The other two also require a second shot. The Pfizer and Moderna vaccines use messenger RNA to teach the immune system how to fight off the coronavirus. Johnson & Johnson's vaccine uses an inactivated adenovirus, a type of virus that causes the common cold, to do so."" Being the champions of #informedconsent that we are here at GCVC, here is the Phase 3 trial information from J&J: https://www.jnj.com/coronavirus/covid-19-phase-3-study-clinical-protocol https://www.nbcnews.com/nightly-news/fauci-welcomes-new-vaccine-u-s-arsenal-against-covid-19-n1256224",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1943448552486356/?type=3,,NBCNEWS.COM Fauci welcomes new vaccine to U.S. arsenal against Covid-19,,,,,,3,-31.33
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8335,8665,2021-02-05 09:53:46 EST,2021-02-05,09:53:46,Link,3,2,0,1,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1941476056016939,Download this article. Limited time for free access. https://www.sciencedirect.com/science/article/pii/S0946672X21000171,https://www.sciencedirect.com/science/article/pii/S0946672X21000171,,,Corrigendum to “Acute exposure and chronic retention of aluminum in three vaccine schedules and effects of genetic and environmental variation”. [J. Trace Elem. Med. Biol. 58 (2020) 126444],"Journal of Trace Elements in Medicine and BiologyVolume 65, May 2021, 126727CorrigendumCorrigendum to “Acute exposure and chronic retention of aluminum in three vaccine schedules and effects of genetic and environmental variation”. [J. Trace Elem. Med. Biol. 58 (2020) 126444]Author links open ov...",,,,3,-11
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8668,2021-02-04 09:07:24 EST,2021-02-04,09:07:24,Photo,3,0,1,1,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1940658596098685,"Via Robert F. Kennedy, Jr The New York Times explained how the government poured $18.5 billion into experimental, fast-tracked vaccines, leaving doctors with “woefully few” drugs to treat the sick. But the author neglected to explain why that happened. https://childrenshealthdefense.org/defender/new-york-times-explains-lack-covid-treatments",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1940657712765440/?type=3,,"Defender TM the CHILDREN'S HEALTH DEFENSE NEWS & VIEWS 02/01/21 BIG PHARMA> VIEWS New York Times Explains the How But Not the Why Behind Lack of COVID Treatments The New York Times explained how the government poured $18.5 billion into experimental fast-tracked vaccines, leaving doctors with ""woefully few"" drugs to treat the sick. But the author neglected to explain why that happened. By Lyn Redwood, RN, MSN 2 41 f WHY?",,,,,,3,-31.33
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8667,2021-02-03 15:01:14 EST,2021-02-03,15:01:14,Photo,3,0,0,1,0,2,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1940104169487461,Our friends in South Dakota wrote for one of their brave Representatives. They have submitted this editorial to all of their papers locally and NO ONE will run it!,https://www.facebook.com/healthfreedomsouthdakota/photos/a.1297054577093821/2266954376770498/?type=3,,,Health Freedom South Dakota,"""We have come to a time in history where we are seeing the constitutional rights this country was founded on cast aside in the name of safety. We are seeing resolutions, rules and mandates, presented, passed and executed that undermine our inalienable rights. While we may feel that we were protected from these very things over the past year, it is clear the coercion and force is being called upon once again to legislate our compliance.

This session the South Dakota Department of Health proposed a bill to remove the sunset clause (or end date) on law that was rushed through in the last day of session 2020, which is typically reserved for veto votes, not creating new law. Senate Bill 3 (SB3) was passed with the understanding the Sunset date would allow the bill to expire, now the Health Department aims to remove that date. This would codify law that would allow the Health Department to, upon suspicion - not proof, of a citizen being infected with Covid19 (among other illnesses), pursue this person and upon court approval, “enforce any applicable department directive or order.” 

In other terms, if you’re suspected to have or test positive for any of the viruses listed within in this law, they can, arrest, quarantine, and at the liberty of the judge force a medical intervention, on your person.

SB3 quickly passed out of the Senate Committee with only one dissenting voice was Senator (and Nurse Practitioner) Tobin who stated “Public Health is best obtained through a trusting relationship with the public and there are really two routes, trust and education, or force. But I worry if we don't have the trust as the Doctors and Nurse Practitioners, we won’t be able to get our patients in to get tested, because they will be worried about the ramifications. I think Government overreach is something we have to watch out for. ” 

Prior to passing on the Senate Floor, the common theme on consenting votes was the idea that our Health Department has only invoked this power 10 times in over 100,000 cases. Senator Smith reiterated that our Health Department has not, and will not abuse this power, but what about when the leadership in the Health Department changes? Can we be guaranteed that those individuals will yield the same constraint? In rebuttal, Senator Tobin once again reminded the floor that when this bill was created, we didn’t know much about this virus, but now that it’s a year later and we’re much better informed on how to handle Covid19, we can see this type of law was unnecessary. What was not mentioned was that the sunset clause was a selling point allowing for the passage of this bill, and now it’s being removed under the guise of public safety.

While our Health Department is looking to codify law that would give the state more control, there are a few legislators that are standing in defense of our rights, given to us by our Creator. Representative Pischke has introduced a bill (House Bill 1097) that will allow for South Dakotans to make decisions for their children’s health not based solely on their religious beliefs but on their philosophical beliefs as well. While we’ve watched two new vaccines be rushed to market touting “new technology”, there are many who believe they would prefer to have an option to opt-out of this vaccine for their children to attend school, play sports, or attend other activities. While we have not seen mandates for this yet, there are districts from around the country that are requiring the new vaccine for school reentry. The new language that Pischke proposed as part of the existing exemption would allow parents to choose what’s best for their children.

While Representative Pischke is covering the defense of human rights of the Kindergartners through Post-Secondary with his bill, I am looking to cover all South Dakotans by the introduction of House Bill1159. Over the past several years I have been hearing a reoccurring story in South Dakota, one that is not sinister at its root, but has the ability to take away one of our unalienable rights--the pursuit of happiness. When one feels coerced, threatened or discriminated against because of the choice they are making in regard to their health, that pursuit is stifled if not fully shut down. 
HB1159 secures fundamental human rights to bodily autonomy by ensuring that South Dakotans will not be faced with the dilemma of choosing between (1) remaining gainfully employed (or being gainfully employable) and (2) the freedom to choose which pharmaceutical products to participate in and when, based on their personal medical needs, religious beliefs, and conscience. Individual liberty takes priority over business liberty in public policy. 

This bill does not prevent any employer from requiring a screening process, or taking precautions to mitigate risks, but it does prevent the discrimination and or termination of an existing employee. Without this law in place, requirements and mandates could (truncated)",,,,3,-31.33
