Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Minnesota Un-Masked,,589104111975931,none,,,,1177,N/A,2020-09-08 06:12:14 EDT,2020-09-08,06:12:14,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/633840550835620,,https://www.facebook.com/groups/2729998010622938/permalink/2775384706084268/,,,This is a re-share of a post,,,,,0,-70
Minnesota Un-Masked,,589104111975931,none,,,,901,N/A,2020-09-02 19:03:40 EDT,2020-09-02,19:03:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/629712287915113,,,,,,,,,,0,-92
Minnesota Un-Masked,,589104111975931,none,,,,901,N/A,2020-09-02 14:32:24 EDT,2020-09-02,14:32:24,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/629572307929111,,https://www.yelp.com/biz_photos/front-sight-firearms-training-institute-pahrump-2?select=w-jQ_StRhlehBJ3mYsxrmg&utm_campaign=www_photo_share_popup&utm_medium=social&utm_source=facebook.com,,,Front Sight Firearms Training Institute photos,A photo at Front Sight Firearms Training Institute,,,,0,-70
Minnesota Un-Masked,,589104111975931,none,,,,885,N/A,2020-09-01 17:31:18 EDT,2020-09-01,17:31:18,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,59291,0,00:05:42,https://www.facebook.com/groups/589104111975931/permalink/628857584667250,,https://www.facebook.com/events/690027175057045/permalink/692319861494443/,,,Save Our Rights UK,Here’s a live about how 26th is going full steam ahead - https://www.facebook.com/SaveOurRightsUK/videos/677396159800481/?vh=e&extid=pLA1PFBMxeMy1q12&d=n,,,,0,-50
Free Face Society,,913041355863220,none,,,,5283,N/A,2020-09-11 22:10:23 EDT,2020-09-11,22:10:23,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,325,0,00:06:55,https://www.facebook.com/groups/913041355863220/permalink/955602548273767,,https://www.facebook.com/mark.binet.3/videos/10222562945729696/,,,Mark,"GLOBAL MASK BURNING MONTH
Sept. 1st to Sept 30th... Day #11.
19 YEAR ANNIVERSARY OF 9\11 PSY-OP

Join me. Get a mask. A new one. A dirty one from a parking lot. Burn it on social media every day for the rest of September.
Spread the word. Tag people on your burns. Encourage them to do the same. Let's get the world in on this.",,,,0,-50
Free Face Society,,913041355863220,none,,,,5279,N/A,2020-09-11 09:37:31 EDT,2020-09-11,09:37:31,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/955182954982393,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5279,N/A,2020-09-10 23:01:51 EDT,2020-09-10,23:01:51,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,366,0,00:07:31,https://www.facebook.com/groups/913041355863220/permalink/954848795015809,,https://www.facebook.com/mark.binet.3/videos/10222555086293215/,,,Mark,"GLOBAL MASK BURNING MONTH
Sept. 1st to Sept 30th... Day #10.
DON'T MAKE MY BELOVED WEAR A MASK

Join me. Get a mask. A new one. A dirty one from a parking lot. Burn it on social media every day for the rest of September.
Spread the word. Tag people on your burns. Encourage them to do the same. Let's get the world in on this.",,,,0,-50
Free Face Society,,913041355863220,none,,,,5273,N/A,2020-09-09 18:52:33 EDT,2020-09-09,18:52:33,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/953908628443159,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-08 17:31:31 EDT,2020-09-08,17:31:31,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,1105465,0,03:59:57,https://www.facebook.com/groups/913041355863220/permalink/953101725190516,,https://www.facebook.com/DiamondandSilk/videos/379367413069683/,,,Diamond And Silk,"Watch live: President Trump holds campaign event in Winston-Salem, NC",,,,0,-20
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-08 15:10:24 EDT,2020-09-08,15:10:24,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,12930,0,00:03:48,https://www.facebook.com/groups/913041355863220/permalink/953030495197639,,https://www.facebook.com/100007456276102/videos/2686277118297471/,,,Andrea,"Jack Windsor’s Question to Governor Mike Dewine. 9-8-20 

#ohio #COVID #donthedata",,,,0,-50
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-08 11:40:54 EDT,2020-09-08,11:40:54,Link,0,0,0,0,0,0,0,0,0,0,,No,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/952897905210898,,https://www.facebook.com/groups/287577228934191/permalink/359420698416510/,,,This is a re-share of a post,https://www.facebook.com/274554403449974/videos/663041754605749/,,,,0,-48
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-08 10:33:14 EDT,2020-09-08,10:33:14,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,13175,0,01:00:28,https://www.facebook.com/groups/913041355863220/permalink/952853601881995,It will be up to the people.....our legislators are useless,https://www.facebook.com/krisanne.hall/videos/232037454909803/,,,"KrisAnne Hall, JD","Finally What We Need To Do To End State & Local Mandates

Governor's acting like Kings & Queens, Mayor who look more like Monarchs than elected representatives are issued orders that seriously violate the Constitutions of every State they are in.  I will tell you specifically what needs to be done.  The people will have to choose to do it.

Always bringing you current events from an historical, constitutional, and principled perspective.
 
Ensure this Excellent Constitution Training Continues! Partner with The KrisAnne Hall Daily Journal and be a part of the force that will restore Americans with their Constitutional Principles!
To JOIN with us just simply Go to  https://www.krisannehall.com/index.php/donate and give OR Text- impact2020 to 33777
 
Subscribe to the KrisAnne Hall YouTube Channel
http://youtube.com/subscription_center?add_user=krisannehall1
 
Books, DVDs and On Demand Seminars by KrisAnne Hall at
https://KrisAnneHall.com",,,,0,-20
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-08 03:48:54 EDT,2020-09-08,03:48:54,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/952623271905028,,https://www.youtube.com/watch?v=ohA7ulMDnAU&feature=share,,,ROCK MUSIC (22) BEST SONGS FOR RIDERS (PHOTOS OF HARLEY DAVIDSON)PART ONE,http://www.youtube.com/watch?v=Ttao7RmQwFM PART TWO Highway to Hell (THE LINK) : http://www.youtube.com/watch?v=KCcsM0IHSKw Disclaimer: No copyright infringe...,,,,0,-70
Free Face Society,,913041355863220,none,,,,5263,N/A,2020-09-07 21:43:14 EDT,2020-09-07,21:43:14,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/952438505256838,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5246,N/A,2020-09-07 10:49:18 EDT,2020-09-07,10:49:18,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/952072601960095,Share far and wide: ,https://twitter.com/KarluskaP/status/1302951484758396931?s=20,,,Karli 🇺🇸 on Twitter,“This is the third video I have posted of him!”,,,,0,-48
Free Face Society,,913041355863220,none,,,,5246,N/A,2020-09-07 09:12:45 EDT,2020-09-07,09:12:45,Video,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/952009988633023,https://youtu.be/2-1FHeCnHBY,https://youtu.be/2-1FHeCnHBY,,,Monologue 2 (Full version),The Official ICONIC PODCAST YouTube Channel. Monologue 2 (Full version) Part 1 & 2 Instagram: https://www.instagram.com/theiconicpodcast Facebook: https://ww...,,,,0,-70
Free Face Society,,913041355863220,none,,,,5244,N/A,2020-09-06 15:24:40 EDT,2020-09-06,15:24:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/951407535359935,,https://www.facebook.com/185525738743214/photos/a.307922529836867/655242108438239/?type=3,,Tweet André Bercoff @andrebercoff I| est deux mecs qui peuvent encore aider à sauver ce qui reste d'Occident dans ce monde gazéifié et liquide: #DonaldTrump et #VladimirPutin Suivis par tous les courageux du monde. Le reste de la basse cour dirigeante: mollusques en quête de rocher. Glands singeant des chênes. Translate Tweet,La France de Macron,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5244,N/A,2020-09-06 13:28:25 EDT,2020-09-06,13:28:25,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,210675,0,00:01:53,https://www.facebook.com/groups/913041355863220/permalink/951345338699488,,https://www.facebook.com/realwhatguyslike/videos/2976947145757504/,,,What Guys Like,,,,,0,-50
Free Face Society,,913041355863220,none,,,,5244,N/A,2020-09-06 11:21:52 EDT,2020-09-06,11:21:52,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/951262672041088,,,,,This is a re-share of a post,https://www.facebook.com/groups/821074518629599/wp/995077454248062/?entry_source=NOTIFICATIONS&ext=1599663948&hash=AeRMvpsNSk6zeVF9&notif_id=1599398727701140&notif_t=watch_party_started_implicit&ref=notif,,,,0,-48
Free Face Society,,913041355863220,none,,,,5246,N/A,2020-09-05 17:25:39 EDT,2020-09-05,17:25:39,Live Video Complete,0,0,0,0,0,0,0,0,0,0,share,No,0,303255,0,02:34:28,https://www.facebook.com/groups/913041355863220/permalink/950652912102064,,https://www.facebook.com/groups/287577228934191/permalink/357509108607669/,,,Bob,https://www.facebook.com/PTNewsNetwork1/videos/1062139424203345/,,,,0,-20
Free Face Society,,913041355863220,none,,,,5246,N/A,2020-09-05 14:39:37 EDT,2020-09-05,14:39:37,Photo,0,0,0,0,0,0,0,0,0,0,,No,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/950569615443727,,,,,,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5243,N/A,2020-09-04 19:52:53 EDT,2020-09-04,19:52:53,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/949882388845783,,,,,,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 20:39:28 EDT,2020-09-03,20:39:28,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/949089418925080,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 12:59:10 EDT,2020-09-03,12:59:10,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,8962,0,00:04:48,https://www.facebook.com/groups/913041355863220/permalink/948842895616399,,https://www.facebook.com/JesseHolguinLexit/videos/3420081888012370/,,,Real Jesse Holguin,Systematic racism ends when Joe Biden is retired from public office. Racist #CreepyJoeBiden,,,,0,-50
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 12:48:55 EDT,2020-09-03,12:48:55,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948836505617038,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 11:03:40 EDT,2020-09-03,11:03:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948768218957200,,https://www.facebook.com/photo.php?fbid=10158824826042769&set=gm.918364221995072&type=3,,,Pietro,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 09:57:18 EDT,2020-09-03,09:57:18,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948723828961639,This is great awesome https://www.facebook.com/326721818053458/posts/686895652036071/,,,,,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 07:31:50 EDT,2020-09-03,07:31:50,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948628115637877,,https://www.facebook.com/sergeanttoceo/photos/a.546889092126931/1700548550094307/?type=3,,LET THE PEASANTS DO THEIR OWN HAIR,Sergeant to CEO,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5235,N/A,2020-09-03 07:03:43 EDT,2020-09-03,07:03:43,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948611055639583,,https://www.facebook.com/thewillwitt/photos/a.117059995587334/663832110910117/?type=3,,PragerU JOHN F. KENNEDY VS. MODERN DEMOCRATS STRONG FOREIGN POLICY OPPOSED UNRESTRICTED ABORTION SUPPORTED GUN RIGHTS SUPPORTED LOWER TAXES PROVIDED WEAK FOREIGN POLICY SUPPORTS UNRESTRICTED ABORTION OPPOSES GUN RIGHTS SUPPORTS HIGHER TAXES,Will Witt,The left has moved WAY left.,,,,0,-106
Free Face Society,,913041355863220,none,,,,5300,N/A,2020-09-03 01:11:35 EDT,2020-09-03,01:11:35,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948417875658901,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5231,N/A,2020-09-02 18:22:43 EDT,2020-09-02,18:22:43,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948208352346520,,https://www.youtube.com/watch?v=RwVEgpbehdA&feature=share,,,Swamp Desperate to Silence This Intel,,,,,0,-70
Free Face Society,,913041355863220,none,,,,5231,N/A,2020-09-02 18:11:58 EDT,2020-09-02,18:11:58,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948203352347020,,https://www.youtube.com/watch?v=ex0FLjNJDLM&feature=share,,,Desperation to Hide COVID Corruption!,,,,,0,-70
Free Face Society,,913041355863220,none,,,,5231,N/A,2020-09-02 17:19:28 EDT,2020-09-02,17:19:28,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/948178935682795,Anyone know how it is in Rodgers? Supposed to sell there Fri. possibly Sat. and am wondering if the mask police are out and about there.,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5231,N/A,2020-09-01 23:39:40 EDT,2020-09-01,23:39:40,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/947519375748751,This tells ya it ain't good for ya!,,,,,,,,,0,-106
Free Face Society,,913041355863220,none,,,,5226,N/A,2020-09-01 17:53:05 EDT,2020-09-01,17:53:05,Video,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/947332125767476,https://youtu.be/66XGOpMXCQE,https://youtu.be/66XGOpMXCQE,,,What is Coming This Fall is Horrific - MUST SEE.,Original Video Link. https://www.youtube.com/watch?v=A-vYSl3f-Pg&feature=youtu.be Facebook. https://m.facebook.com/odessa.munroe?tsid=0.6018216503800169&sour...,,,,0,-70
Free Face Society,,913041355863220,none,,,,5226,N/A,2020-09-01 17:25:50 EDT,2020-09-01,17:25:50,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/947319555768733,,,,,,,,,,0,-84
Free Face Society,,913041355863220,none,,,,5226,N/A,2020-09-01 11:10:49 EDT,2020-09-01,11:10:49,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/947098905790798,,https://www.google.com/amp/s/nypost.com/2020/08/31/94-of-americans-who-died-from-covid-19-had-contributing-conditions/amp/,,,This is a re-share of a post,From the New York post,,,,0,-48
Free Face Society,,913041355863220,none,,,,5226,N/A,2020-09-01 11:07:38 EDT,2020-09-01,11:07:38,YouTube,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/947096839124338,,https://www.youtube.com/watch?v=ALrsiTRvzgM&feature=share,,,Judge Jeanine: Left's chaos will only increase with police defunding,Fox News' Judge Jeanine Pirro's opening statement covers the Democrats' inability to get over the fact President Trump won in 2016 and their move to defund t...,,,,0,-70
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,469,N/A,2020-09-14 13:33:49 EDT,2020-09-14,13:33:49,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/979605762507480,,,,,,,,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,469,N/A,2020-09-14 12:51:46 EDT,2020-09-14,12:51:46,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/979579232510133,,https://www.facebook.com/photo.php?fbid=315492799784579&set=p.315492799784579&type=3,,,Douglas,"Here is a photo of our greatest American President Donald John Trump, Leader of the Free World, Commander-in-Chief of Earth's most powerful armed forces, caretaker of American lives...including the children. Along with his image are 17 other individuals who impacted AMERICA in a positive way over the last 4 years. In my eyes, and for very good reasons, do these 17 meet the standards of American Heroes and Role Models. #WWG1WGA",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,469,N/A,2020-09-14 03:24:18 EDT,2020-09-14,03:24:18,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/979240212544035,"Here is a photo of our greatest American President Donald John Trump, Leader of the Free World, Commander-in-Chief of Earth's most powerful armed forces, caretaker of American lives...including the children. Along with his image are 17 other individuals who impacted AMERICA in a positive way over the last 4 years. In my eyes, and for very good reasons, do these 17 meet the standards of American Heroes and Role Models. #WWG1WGA",https://www.facebook.com/photo.php?fbid=316902336310292&set=p.316902336310292&type=3,,,Douglas,"Here is a photo of our greatest American President Donald John Trump, Leader of the Free World, Commander-in-Chief of Earth's most powerful armed forces, caretaker of American lives...including the children. Along with his image are 17 other individuals who impacted AMERICA in a positive way over the last 4 years. In my eyes, and for very good reasons, do these 17 meet the standards of American Heroes and Role Models. #WWG1WGA",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,469,N/A,2020-09-13 23:00:14 EDT,2020-09-13,23:00:14,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,284,0,00:14:36,https://www.facebook.com/groups/908275386307185/permalink/979120639222659,,https://www.facebook.com/COHB4ever/videos/329503054787728/,,,Marius,#commitment of human being,,,,0,-42
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,427,N/A,2020-09-08 23:12:17 EDT,2020-09-08,23:12:17,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/975272249607498,"Take a MINUTE to poke. fun at the dumbest celebs and bad pol's ever... Let's all play, ""CLONE GONE WRONG"" where you type the name of the famous person who could've supplied the DNA for this clone -gone-WRONG.",https://www.facebook.com/FREDSGuns/photos/a.1039955766057751/3241884352531537/?type=3,,,FREDS Guns 2.0,"Look at these mugshots of Antifa/BLM members from Portland, Oregon. Check out these mutants. What the HELL is in the water in Portland? They have caused so much chaos. It amazes me that these are the people holding America hostage.

The Feds really need to open back up the mental asylums.",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,413,N/A,2020-09-08 15:51:24 EDT,2020-09-08,15:51:24,Native Video,0,0,0,0,0,0,0,0,0,0,share,No,0,867739,0,00:07:16,https://www.facebook.com/groups/908275386307185/permalink/975051712962885,,https://www.facebook.com/DonaldJTrumpJr/videos/343716676999511/,,,Donald Trump Jr.,This story really shows the difference between my father and Obama.,,,,0,-42
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,413,N/A,2020-09-08 00:47:05 EDT,2020-09-08,00:47:05,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/974514213016635,"These are DANGEROUS times, my friends. Communist insurrection threatens America/elections; Deep State Enemies List Targeting @RealDonaldTrump's Family and #FoxNews Hosts Uncovered; PLUS Secret Service Destroys Records About Alleged Biden Groping Incident! HUGE @JudicialWatch Update! https://youtu.be/psrpxxh94Dw",https://www.facebook.com/realTomFitton/photos/a.3079172892140529/3574457885945358/?type=3,,,Tom Fitton,"These are DANGEROUS times, my friends. Communist insurrection threatens America/elections; Deep State Enemies List Targeting @RealDonaldTrump's Family and #FoxNews Hosts Uncovered; PLUS Secret Service Destroys Records About Alleged Biden Groping Incident! HUGE @JudicialWatch Update! https://youtu.be/psrpxxh94Dw",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,412,N/A,2020-09-07 06:23:38 EDT,2020-09-07,06:23:38,Status,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/973890029745720,,,,,,,,,,0,-68
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,411,N/A,2020-09-06 18:08:08 EDT,2020-09-06,18:08:08,Link,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/973539729780750,,https://oneclickpolitics.global.ssl.fastly.net/promo/2T5,,,oneclickpolitics.global.ssl.fastly.net,,,,,0,-48
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,411,N/A,2020-09-06 14:27:12 EDT,2020-09-06,14:27:12,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/973426036458786,,https://www.facebook.com/photo.php?fbid=311502850183574&set=p.311502850183574&type=3,,,Douglas,"Jokes about the treasonous Ukraine Quid Pro Quo US ex-VP of the bathhouse barry crime spree era... add yours, too! Sleepy Creepy Pedo Joe Hiden is so wealthy from betraying Americans, while filling up the prisons with poor and neglected souls from concrete plantations. He is so nice, he sniffs everyone and fondles all the children. Double-click on this PIC and scroll thru the roll, share share everywhere! Share YOUR favourite MEME into all your groups. Repeat. Than kYou, Patriots! #DrainTheSwamp #MandateVoterIDLaws #WalkAway #ImprisonBiden #TRUMP2020 #SaveTheChildren #TraitorBiden",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,409,N/A,2020-09-05 12:10:39 EDT,2020-09-05,12:10:39,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/972524306548959,Freedom Fighters.... the planning and the civil unrest that is anticipated I think has been beyond my comprehension. 😨💔😨💔😨 Have you all seen this paper?,https://www.facebook.com/photo.php?fbid=10213508163417311&set=p.10213508163417311&type=3,,,Kimberly,"🛑 Transition Integrity Project 🛑

Excerpt: 
“Plan for a contested election. 
😳🤦🏽‍♀️😳
If there is a crisis, events will unfold quickly, and sleep-deprived leaders will be asked to make consequential decisions quickly. Thinking through options now will help to ensure better decisions.”

https://paxsims.files.wordpress.com/2020/08/preventing-a-disrupted-presidential-election-and-transition-8-3-20.pdf

My father always told me, 
“A lady never discusses politics or their age.” 

Both rules have served me well over the years...thanks Dad! 

And over the years this was easy, 
I HATE Politics so that was a good fit! 

FFW to Today, I am PASSIONATE about protecting my medical freedoms/rights for myself and those that I love, 
to the death 💀 if need be, try me❗️

But, Politics 🤮 & Policies seem to be encroaching and trampling all over our medical freedoms. 

Policies are illegally being enforced with no penal codes. 
People are getting arrested unlawfully and fined, more restrictions being implemented regularly! 
All unconstitutionally! 
Enter Politics 
🤷🏽‍♀️ 😨💔😨 🤷🏽‍♀️

None of the medical decisions I have made in the past 6 months have been influenced by politics. They have only been made based on research and expert medical opinions to help protect those that I love! 

But, here I am....talking about the Transition Integrity Project, a white paper, regarding a political framework preparing for civil unrest....for the upcoming elections, because I need to keep our medical freedoms in tact. 
I am fighting as I seem them dissolve one by one. 
Authored Aug 3, 2020. 
🤦🏽‍♀️🤷🏽‍♀️🤦🏽‍♀️🤷🏽‍♀️🤦🏽‍♀️🤷🏽‍♀️

Will this election lead to civil unrest in ways we have never seen before? 
I hope not, but camps are being divided, lines are being drawn for sure. 

The Land of the Free doesn’t feel so free anymore. 
😳 wow! 
Just wow",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,409,N/A,2020-09-05 03:51:08 EDT,2020-09-05,03:51:08,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/972244616576928,,https://www.facebook.com/realTomFitton/photos/a.3207055699352247/3567789963278817/?type=3,,,Tom Fitton,"HUGE: Deep State sedition continues -- ""intelligence community"" supports mail-in ballot chaos and pushes anti-Trump smears.. PLUS DC Mayor out of control--faces First Amendment lawsuit from Judicial Watch AND Anti-Trump coup cabal illicitly ""monitored"" Trump family. LouDobbs at 5!",,,,0,-58
"Outlaw Medical Mandates (Everywhere, Forever)",,908275386307185,none,,,,405,N/A,2020-09-02 09:12:53 EDT,2020-09-02,09:12:53,Photo,0,0,0,0,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/908275386307185/permalink/970046153463441,The more we know. 💫,https://www.facebook.com/photo.php?fbid=10213491944091838&set=p.10213491944091838&type=3,,,Kimberly,"Toxin 🚨 Alert! 
Mercury is a toxic heavy metal that wreaks havoc in our bodies and people with genetic mutations like MTHFR & COMT can’t easily detox from on their own, which makes the effects of mercury that much worse. 
It’s also found in many foods some considered healthy and others not so much. 
•
The other place Mercury is found is in 💉 vaccines, along with many other extremely dangerous compounds. When these substances are injected into anyone, but especially those with genetic mutations, the build-up and side-effects can be dangerous, irreversible and deadly. 
•
☢️ The following CDC Vaccine excipient list ingredients,
Cow blood
Aborted Fetal Cell Lines 
Vero Monkey Cells
DNA Porcine (Pig)
Madin-Darby Canine Kidney Cells
Lyme Rod Material
Skin Material
Undetermined Parasite Eggs
Algae & Fungus
Baculovirus: Baculoviruses (BVs) are a diverse family of arthropod (an invertebrate: such as spiders, ticks, insect, crustaceans)
pathogens
parasite eggs
•
Other toxins ☣️ found in vaccines are:
Potassium Chloride ~ used in lethal injections on death row to stop the heart of the inmate. 
Think, why do we see so many babies dying of SIDS? 😰
Antibiotics
Aluminum 
Formaldehyde
Polysorbate 80 ~ a detergent that opens up the neurological pathways to the brain so these compounds can pass through the blood brain barrier. 
Mercury in various strengths
2-phenoxyethanol (A CNS depressant)
Diuretic
•
☢️ Vaccines inject us with these viruses and toxins that can be deadly or cause long term chronic mental and physical illnesses. 
•
Foods we eat, also increase our mercury exposure. It is important to understand which foods are high in Mercury to try to mitigate them or eliminate them whenever possible. 
•
However you do it, minimizing Mercury exposure and build-up is key! 
•
If you want tips on how to eliminate mercury build up from your body, 🙋🏽‍♀️ raise your hand!",,,,0,-58
